item_id,title,description,institution,course_url
coursera_python-operating-system,Using Python to Interact with the Operating System,Using Python to Interact with the Operating System by Google. A curated course designed to build practical skills and confidence.,Google,https://www.coursera.org/learn/python-operating-system
coursera_cs-fundamentals-1,Object-Oriented Data Structures in C++,Object-Oriented Data Structures in C++ by University of Illinois at Urbana-Champaign. A curated course designed to build practical skills and confidence.,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/cs-fundamentals-1
coursera_gcp-big-data-ml-fundamentals,Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud Platform Big Data and Machine Learning Fundamentals by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals
coursera_sql-data-science,Databases and SQL for Data Science,Databases and SQL for Data Science by IBM. A curated course designed to build practical skills and confidence.,IBM,https://www.coursera.org/learn/sql-data-science
coursera_natural-language-processing-tensorflow,Natural Language Processing in TensorFlow,Natural Language Processing in TensorFlow by DeepLearning.AI. A curated course designed to build practical skills and confidence.,DeepLearning.AI,https://www.coursera.org/learn/natural-language-processing-tensorflow
coursera_advanced-valuation-and-strategy,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital","Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital by Erasmus University Rotterdam. A curated course designed to build practical skills and confidence.",Erasmus University Rotterdam,https://www.coursera.org/learn/advanced-valuation-and-strategy
coursera_probabilistic-models-in-nlp,Natural Language Processing with Probabilistic Models,Natural Language Processing with Probabilistic Models by DeepLearning.AI. A curated course designed to build practical skills and confidence.,DeepLearning.AI,https://www.coursera.org/learn/probabilistic-models-in-nlp
coursera_vital-signs,Vital Signs: Understanding What the Body Is Telling Us,Vital Signs: Understanding What the Body Is Telling Us by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/vital-signs
coursera_research-methods,Understanding Research Methods,Understanding Research Methods by University of London. A curated course designed to build practical skills and confidence.,University of London,https://www.coursera.org/learn/research-methods
coursera_ibm-customer-engagement-specialist,IBM Customer Engagement Specialist Professional Certificate,IBM Customer Engagement Specialist Professional Certificate by IBM. A curated course designed to build practical skills and confidence.,IBM,https://www.coursera.org/learn/ibm-customer-engagement-specialist
coursera_introduction-to-calculus,Introduction to Calculus,Introduction to Calculus by The University of Sydney. A curated course designed to build practical skills and confidence.,The University of Sydney,https://www.coursera.org/learn/introduction-to-calculus
coursera_camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos,Camino a la Excelencia en Gestión de Proyectos by Pontificia Universidad Católica de Chile. A curated course designed to build practical skills and confidence.,Pontificia Universidad Católica de Chile,https://www.coursera.org/learn/camino-excelencia-gestion-proyectos
coursera_html,Introduction to HTML5,Introduction to HTML5 by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/html
coursera_wine,Wine Tasting: Sensory Techniques for Wine Analysis,"Wine Tasting: Sensory Techniques for Wine Analysis by University of California, Davis. A curated course designed to build practical skills and confidence.","University of California, Davis",https://www.coursera.org/learn/wine
coursera_excel-intermediate-1,Excel Skills for Business: Intermediate I,Excel Skills for Business: Intermediate I by Macquarie University. A curated course designed to build practical skills and confidence.,Macquarie University,https://www.coursera.org/learn/excel-intermediate-1
coursera_duke-programming-web,"Programming Foundations with JavaScript, HTML and CSS","Programming Foundations with JavaScript, HTML and CSS by Duke University. A curated course designed to build practical skills and confidence.",Duke University,https://www.coursera.org/learn/duke-programming-web
coursera_build-a-computer,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course) by Hebrew University of Jerusalem. A curated course designed to build practical skills and confidence.,Hebrew University of Jerusalem,https://www.coursera.org/learn/build-a-computer
coursera_food-beverage-management,Food & Beverage Management,Food & Beverage Management by Università Bocconi. A curated course designed to build practical skills and confidence.,Università Bocconi,https://www.coursera.org/learn/food-beverage-management
coursera_data-analysis-with-python,Data Analysis with Python,Data Analysis with Python by IBM. A curated course designed to build practical skills and confidence.,IBM,https://www.coursera.org/learn/data-analysis-with-python
coursera_project-planning-1,Project Planning,"Project Planning by University of California, Irvine. A curated course designed to build practical skills and confidence.","University of California, Irvine",https://www.coursera.org/learn/project-planning-1
coursera_uva-darden-getting-started-agile,Agile Meets Design Thinking,Agile Meets Design Thinking by University of Virginia. A curated course designed to build practical skills and confidence.,University of Virginia,https://www.coursera.org/learn/uva-darden-getting-started-agile
